region,oktmo,year,Стоимость фиксированного набора потребительских товаров и услуг,Индекс бюджетных расходов
Ямало-Ненецкий автономный округ,71900000,2007,8924.13,
Ямало-Ненецкий автономный округ,71900000,2008,10561.26,
Ямало-Ненецкий автономный округ,71900000,2009,11892.63,
Ямало-Ненецкий автономный округ,71900000,2010,12684.34,
Ямало-Ненецкий автономный округ,71900000,2011,13231.56,
Ямало-Ненецкий автономный округ,71900000,2012,13625.69,
Ямало-Ненецкий автономный округ,71900000,2013,14563.67,
Ямало-Ненецкий автономный округ,71900000,2014,16037.95,2.581
Ямало-Ненецкий автономный округ,71900000,2015,17575.96,2.612
Ямало-Ненецкий автономный округ,71900000,2016,18375.69,2.649
Ямало-Ненецкий автономный округ,71900000,2017,18837.04,2.628
Ямало-Ненецкий автономный округ,71900000,2018,18911.09,2.708
Ямало-Ненецкий автономный округ,71900000,2019,19409.44,2.664
Ямало-Ненецкий автономный округ,71900000,2020,20135.32,2.662
Ямало-Ненецкий автономный округ,71900000,2021,22440.46,2.649
Ямало-Ненецкий автономный округ,71900000,2022,24055.63,2.684
Ямало-Ненецкий автономный округ,71900000,2023,25024.69,2.684
Ямало-Ненецкий автономный округ,71900000,2024,27970.45,2.684
Ямало-Ненецкий автономный округ,71900000,2025,29737.21,2.537
Ярославская область,78000000,2000,,
Ярославская область,78000000,2001,,
Ярославская область,78000000,2002,2908.16,
Ярославская область,78000000,2003,3224.49,
Ярославская область,78000000,2004,3654.74,
Ярославская область,78000000,2005,4189.58,0.833
Ярославская область,78000000,2006,4770.52,0.8335
Ярославская область,78000000,2007,5517.73,0.8445
Ярославская область,78000000,2008,6340.95,0.85
Ярославская область,78000000,2009,7111.94,0.851
Ярославская область,78000000,2010,8150.74,0.84
Ярославская область,78000000,2011,8587.68,0.856
Ярославская область,78000000,2012,9327.63,0.866
Ярославская область,78000000,2013,10112.75,0.868
Ярославская область,78000000,2014,11584.59,0.863
Ярославская область,78000000,2015,12853.01,0.872
Ярославская область,78000000,2016,13852.09,0.881
Ярославская область,78000000,2017,14241.02,0.883
Ярославская область,78000000,2018,15051.01,0.883
Ярославская область,78000000,2019,15360.69,0.885
Ярославская область,78000000,2020,16320.13,0.884
Ярославская область,78000000,2021,17561.15,0.887
Ярославская область,78000000,2022,19270.38,0.886
Ярославская область,78000000,2023,19914.9,0.886
Ярославская область,78000000,2024,22143.66,0.886
Ярославская область,78000000,2025,23753.81,0.89
